OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
OTU_24379	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0
OTU_24380	Fungi	Mucor							0	0
OTU_24381	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	95.228	89
OTU_24382	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_24383	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor racemosus		0	0
OTU_24384	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_24385	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium strictum	Fungi	100.000	91
OTU_24386	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor amphibiorum	Fungi	98.228	88
OTU_24387	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium citrinum	Fungi	96.443	100
OTU_24388	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus polyporicola	Fungi	97.963	89
OTU_24389	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
OTU_24390	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae			Fungi	92.060	77
OTU_24391	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bulbithecium	Bulbithecium ellipsoideum		Fungi	99.564	92
OTU_24392	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor amphibiorum	Fungi	98.846	91
OTU_24393	Fungi	Ascomycota	Sordariomycetes	Hypocreales				Fungi	99.580	92
OTU_24394	Fungi	Ascomycota							0	0
OTU_24395	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Myrotheciomycetaceae	Trichothecium	Trichothecium roseum		0	0
OTU_24396	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0
OTU_24397	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	98.611	80
OTU_24398	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24399	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	93.648	100
OTU_24400	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae			Fungi	92.659	100
OTU_24401	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae			Fungi	91.259	100
OTU_24402	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Fungi	98.012	99
OTU_24403	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium			0	0
OTU_24404	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.456	86
OTU_24405	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	96.915	77
OTU_24406	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium			0	0
OTU_24407	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae			Fungi	93.273	100
OTU_24408	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.547	100
OTU_24409	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0
OTU_24410	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	93.143	95
OTU_24411	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.446	100
OTU_24412	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.991	100
OTU_24413	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Eukaryota_kgd_Incertae_sedis	93.774	89
OTU_24414	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	90.674	100
OTU_24415	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	93.671	100
OTU_24416	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium adametzioides	Fungi	93.601	100
OTU_24417	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatophorus	Fungi	100.000	84
OTU_24418	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber		Fungi	94.855	83
OTU_24419	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	92.620	100
OTU_24420	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.008	89
OTU_24421	Fungi	Ascomycota							0	0
OTU_24422	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	95.866	78
OTU_24423	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.053	84
OTU_24424	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma		Fungi	96.110	92
OTU_24425	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus arrhizus		0	0
OTU_24426	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	100.000	75
OTU_24427	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_24428	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	91.985	92
OTU_24429	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	94.105	82
OTU_24430	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	97.137	92
OTU_24431	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	95.796	84
OTU_24432	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	99.117	85
OTU_24433	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		Fungi	94.299	82
OTU_24434	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	92.963	100
OTU_24435	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		Fungi	96.462	100
OTU_24436	Fungi	Ascomycota	Eurotiomycetes	Eurotiales				Fungi	94.181	85
OTU_24437	Fungi	Ascomycota							0	0
OTU_24438	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_24439	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
OTU_24440	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
OTU_24441	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Fungi	97.154	92
OTU_24442	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium steckii	Fungi	99.180	90
OTU_24443	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
OTU_24444	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema coronilla	Fungi	98.915	93
OTU_24445	Fungi	Ascomycota	Sordariomycetes	Hypocreales				Fungi	99.203	93
OTU_24446	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum atrogriseum	Fungi	98.965	93
OTU_24447	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	95.258	100
OTU_24448	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Akanthomyces	Akanthomyces muscarius	Fungi	100.000	93
OTU_24449	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia persica	Fungi	99.360	95
OTU_24450	Fungi	Ascomycota							0	0
OTU_24451	Fungi	Ascomycota	Dothideomycetes	Capnodiales				Fungi	89.655	92
OTU_24452	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum			0	0
OTU_24453	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothiora		Fungi	98.193	92
OTU_24454	Fungi	Ascomycota	Dothideomycetes	Capnodiales				Fungi	96.909	92
OTU_24455	Fungi	Basidiomycota	Tremellomycetes	Tremellales				Fungi	95.065	86
OTU_24456	Fungi	Ascomycota	Ciliophora					Alveolata	94.258	76
OTU_24457	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24458	Fungi	Ascomycota	Dothideomycetes	Capnodiales				Fungi	93.846	92
OTU_24459	Fungi	Ascomycota	Arthoniomycetes	Arthoniales				Fungi	82.828	78
OTU_24460	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24461	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Fungi	90.180	78
OTU_24462	Fungi	Ascomycota						Fungi	83.650	86
OTU_24463	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces tiftonensis	Fungi	96.000	99
OTU_24464	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales				Fungi	80.630	85
OTU_24465	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_24466	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae			Fungi	88.889	89
OTU_24467	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24468	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila		0	0
OTU_24469	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces			0	0
OTU_24470	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24471	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Nothophaeomoniella	Nothophaeomoniella ekebergiae		0	0
OTU_24472	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae				0	0
OTU_24473	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24474	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae				0	0
OTU_24475	Fungi	Ascomycota	Lecanoromycetes					Fungi	96.854	92
OTU_24476	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora pusilla		0	0
OTU_24477	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24478	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	95.444	78
OTU_24479	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24480	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24481	Fungi	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Gloniopsis		Fungi	93.982	86
OTU_24482	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Nothophaeomoniella	Nothophaeomoniella ekebergiae		0	0
OTU_24483	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Nothophaeomoniella			0	0
OTU_24484	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24485	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora			0	0
OTU_24486	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus		Fungi	97.860	94
OTU_24487	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	Acremonium polychromum	Fungi	92.094	86
OTU_24488	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys			0	0
OTU_24489	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia canadensis	Fungi	99.590	94
OTU_24490	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon howeanum	Fungi	99.814	93
OTU_24491	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0
OTU_24492	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			0	0
OTU_24493	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium			0	0
OTU_24494	Fungi	Ascomycota	Arthoniomycetes	Arthoniales					0	0
OTU_24495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae			Fungi	91.681	92
OTU_24496	Fungi	Ascomycota							0	0
OTU_24497	Fungi	Ascomycota							0	0
OTU_24498	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila		0	0
OTU_24499	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae				0	0
OTU_24500	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_24501	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma heimaeyensis	Fungi	99.542	92
OTU_24502	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium		Fungi	97.605	94
OTU_24503	Fungi							Fungi	98.311	93
OTU_24504	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	95.413	87
OTU_24505	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta			0	0
OTU_24506	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			0	0
OTU_24507	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			0	0
OTU_24508	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Neptunomyces			0	0
OTU_24509	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria			0	0
OTU_24510	Fungi	Ascomycota						Fungi	91.443	80
OTU_24511	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium			0	0
OTU_24512	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			0	0
OTU_24513	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24514	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	93.072	88
OTU_24515	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		Fungi	93.939	87
OTU_24516	Fungi	Ascomycota	Dothideomycetes					Fungi	92.343	88
OTU_24517	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	92.290	87
OTU_24518	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella quercus	Fungi	98.584	94
OTU_24519	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24520	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora		Viridiplantae	94.777	94
OTU_24521	Fungi	Ascomycota	Ciliophora						0	0
OTU_24522	Fungi	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma	Phyllozyma linderae	Fungi	97.917	92
OTU_24523	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_24524	Fungi								0	0
OTU_24525	Fungi	Ascomycota	Dothideomycetes					Fungi	91.972	86
OTU_24526	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Fellomyces	Fellomyces mexicanus	Fungi	99.326	92
OTU_24527	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma		Fungi	99.310	92
OTU_24528	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24529	Fungi	Ascomycota							0	0
OTU_24530	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Acrodontium	Acrodontium crateriforme		0	0
OTU_24531	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24532	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_24533	Fungi	Ascomycota	Dothideomycetes					Fungi	91.264	89
OTU_24534	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	91.277	94
OTU_24535	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Strelitziana		Fungi	91.887	92
OTU_24536	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			Fungi	92.952	87
OTU_24537	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Pestalotiopsis			0	0
OTU_24538	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria			0	0
OTU_24539	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa		Fungi	91.232	86
OTU_24540	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila		0	0
OTU_24541	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila		0	0
OTU_24542	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria			0	0
OTU_24543	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_24544	Fungi	Ascomycota						Fungi	96.429	77
OTU_24545	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	95.745	76
OTU_24546	Fungi	Ascomycota	Dothideomycetes	Dothideales					0	0
OTU_24547	Fungi	Ascomycota						Fungi	87.168	90
OTU_24548	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothiora			0	0
OTU_24549	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria		Fungi	91.649	92
OTU_24550	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothiora			0	0
OTU_24551	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina		Fungi	93.043	94
OTU_24552	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	91.429	90
OTU_24553	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24554	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora		Fungi	98.899	93
OTU_24555	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium			0	0
OTU_24556	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	90.446	91
OTU_24557	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	91.453	93
OTU_24558	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae				0	0
OTU_24559	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24560	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothiora			0	0
OTU_24561	Fungi	Ascomycota	Dothideomycetes						0	0
OTU_24562	Fungi	Ascomycota	Leotiomycetes	Helotiales				Fungi	98.627	92
OTU_24563	Fungi	Ascomycota							0	0
OTU_24564	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae				0	0
OTU_24565	Fungi								0	0
OTU_24566	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		Fungi	99.163	92
OTU_24567	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tricladiaceae	Tricladium	Tricladium angustum	Fungi	93.168	92
OTU_24568	Fungi							Viridiplantae	99.909	97
OTU_24569	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			0	0
OTU_24570	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	Helminthosporium velutinum	Fungi	99.807	100
OTU_24571	Fungi	Basidiomycota	Exobasidiomycetes						0	0
OTU_24572	Fungi	Ascomycota	Eurotiomycetes	Neocladophialophora	Neocladophialophora quercina				0	0
OTU_24573	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium		Fungi	98.760	93
OTU_24574	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia rishiriensis	Fungi	100.000	91
OTU_24575	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum			0	0
OTU_24576	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae			Fungi	98.321	84
OTU_24577	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta		Fungi	94.410	98
OTU_24578	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales				Fungi	100.000	92
OTU_24579	Fungi							Viridiplantae	99.563	98
OTU_24580	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma		Fungi	99.248	93
OTU_24581	Fungi							Fungi	89.492	89
OTU_24582	Fungi	Basidiomycota							0	0
OTU_24583	Fungi	Ascomycota	Gs35					Fungi	96.809	92
OTU_24584	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae			Fungi	95.064	96
OTU_24585	Fungi							Viridiplantae	95.787	95
OTU_24586	Fungi	Ascomycota	Sordariomycetes					Stramenopila	96.595	95
OTU_24587	Fungi	Basidiomycota							0	0
OTU_24588	Fungi	Ascomycota	Sordariomycetes	Hypocreales				Fungi	97.880	93
OTU_24589	Fungi	Ascomycota	Dothideomycetes					Fungi	99.332	92
OTU_24590	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae			Fungi	99.375	92
OTU_24591	Fungi	Ascomycota	Dothideomycetes					Fungi	95.436	97
OTU_24592	Fungi	Ascomycota	Leotiomycetes	Helotiales				Fungi	96.262	80
OTU_24593	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor			0	0
OTU_24594	Fungi								0	0
OTU_24595	Fungi	Ascomycota							0	0
OTU_24596	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Keithomyces	Keithomyces carneus	Fungi	98.543	93
OTU_24597	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	99.796	93
OTU_24598	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia		Fungi	91.057	96
OTU_24599	Fungi	Basidiomycota	Tremellomycetes					Fungi	98.505	93
OTU_24600	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mali	Fungi	99.437	93
OTU_24601	Fungi							Viridiplantae	98.898	96
OTU_24602	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora		Fungi	99.454	93
OTU_24603	Fungi								0	0
OTU_24604	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Viridiplantae	96.190	90
OTU_24605	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Xenopyrenochaetopsis	Xenopyrenochaetopsis pratorum	Fungi	94.655	92
OTU_24606	Fungi							Viridiplantae	94.781	94
OTU_24607	Fungi								0	0
OTU_24608	Fungi	Ascomycota						Fungi	99.813	93
OTU_24609	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria		Fungi	99.177	93
OTU_24610	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia aristata	Fungi	93.738	93
OTU_24611	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora malorum	Fungi	99.568	92
OTU_24612	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		Fungi	99.608	93
OTU_24613	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	96.107	78
OTU_24614	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium neoqueenslandicum		0	0
OTU_24615	Fungi							Rhizaria	92.593	80
OTU_24616	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris		Fungi	92.889	88
OTU_24617	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia		Fungi	97.267	85
OTU_24618	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris			0	0
OTU_24619	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			Fungi	95.111	92
OTU_24620	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			Fungi	97.384	76
OTU_24621	Fungi	Ascomycota							0	0
OTU_24622	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium			0	0
OTU_24623	Fungi							Viridiplantae	96.970	94
OTU_24624	Fungi	Basidiomycota	Cystobasidiomycetes	Sakaguchiales	Sakaguchiaceae	Sakaguchia	Sakaguchia oryzae	Fungi	99.445	93
OTU_24625	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	Typhula			0	0
OTU_24626	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia			0	0
OTU_24627	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia		Fungi	96.262	82
OTU_24628	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia		Fungi	94.433	94
OTU_24629	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis		Fungi	96.752	88
OTU_24630	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia		Fungi	96.450	90
OTU_24631	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Wiesneriomycetaceae	Spissiomyces		Fungi	97.244	93
OTU_24632	Fungi	Ascomycota	Sordariomycetes	Hypocreales				Fungi	98.967	92
OTU_24633	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix aurorae	Fungi	99.627	94
OTU_24634	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium		Fungi	98.661	91
OTU_24635	Fungi	Ascomycota							0	0
OTU_24636	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis			0	0
OTU_24637	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0
OTU_24638	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0
